9404	3	fiddlers,ferry,station	no	HIGH
9763	1	cholmondeley	no	LOW
14097	1	frodsham	no	LOW
15151	1	coolkeeragh	no	LOW
17882	2	maydown,system	no	HIGH
9547	1	oaklands	no	LOW
12289	1	newlands	no	LOW
10390	1	stoke	no	LOW
12698	2	southfields,common	YES	HIGH
14225	2	clough,system	no	HIGH
19142	3	pashley,ninfield,system	no	HIGH
12649	1	derehams	no	LOW
11279	1	wentlooge	no	LOW
17508	1	stallingborough	no	LOW
17747	3	exeter,substation,broadclyst	no	HIGH
11000	1	ullinish	no	LOW
13489	1	kemsley	no	LOW
15263	3	uskmouth,station,facility	YES	HIGH
16537	2	wacton,system	no	HIGH
19510	3	widley,portsdown,system	no	HIGH
9816	3	gainsborough,saundby,facility	no	HIGH
13560	2	hickling,swainsthorpe	no	HIGH
17948	2	bodelwyddan,abergele	no	HIGH
17949	2	bodelwyddan,abergele	no	HIGH
13569	2	buidhe,windfarm	no	HIGH
13638	1	bodinglee	no	LOW
12027	1	shinness	YES	LOW
13001	1	kinmuck	YES	LOW
17556	2	cockenzie,system	no	HIGH
10022	1	kirkhaw	no	LOW
10163	3	croft,crondall,facility	YES	HIGH
10311	1	bullen	no	LOW
10626	2	shaftesbury,system	no	HIGH
10876	2	walpole,andrew	no	HIGH
10986	1	gotham	no	LOW
11853	3	braidfield,hardgate,facility	no	HIGH
12443	2	libra,stability	no	HIGH
12503	1	capenhurst	YES	LOW
12683	2	walpole,station	no	HIGH
12729	3	newburn,bridge,facility	no	HIGH
12767	2	vicarage,reedley	no	HIGH
12909	3	bradford,harrop,wilsden	no	HIGH
12964	2	hillside,lancaster	no	HIGH
12964	2	hillside,lancaster	no	HIGH
13045	2	walpole,station	no	HIGH
13639	2	walpole,facility	no	HIGH
13770	1	flemyland	YES	LOW
13835	2	balnuith,tealing	no	HIGH
13917	4	edwin,richards,quarry,portway	no	HIGH
14062	1	lower	no	LOW
14096	1	frodsham	no	LOW
14193	2	rogerhill,system	no	HIGH
14194	2	rogerhill,system	no	HIGH
14418	3	lions,hammerwich,facility	no	HIGH
14625	4	walshaw,house,regent,street	no	HIGH
14759	1	murton	YES	LOW
14925	3	hawkesyard,estate,rugeley	no	HIGH
14990	1	hallyburton	no	LOW
15347	0		no	NONE
15746	2	wickersley,facility	no	HIGH
15783	1	kilwinning	no	LOW
15902	2	woodford,system	no	HIGH
15964	1	clune	no	LOW
16065	2	wickersley,facility	no	HIGH
16174	2	boydstone,facility	no	HIGH
16378	3	derby,egginton,facility	YES	HIGH
16419	2	atcost,facility	no	HIGH
16444	2	derrymeen,system	no	HIGH
16458	1	gotham	no	LOW
16724	1	dunballoch	no	LOW
17018	3	former,station,system	no	HIGH
17274	2	burton,green	no	HIGH
17344	3	bicker,drove,system	no	HIGH
17416	0		no	NONE
17484	3	national,substation,system	no	HIGH
18066	2	church,system	no	HIGH
18111	2	skreen,system	no	HIGH
18120	3	rhydypandy,morriston,system	no	HIGH
18128	2	thames,northfleet	no	HIGH
18361	3	gammaton,barton,alverdiscott	no	HIGH
18366	3	shrewsbury,substation,uffington	YES	HIGH
18370	4	tyddyn,forgan,llanddeiniolen,system	no	HIGH
18395	1	buildwas	no	LOW
18463	3	system,installation,rasharkin	no	HIGH
18474	2	lowland,facility	no	HIGH
18508	2	mullaghmeash,feeny	no	HIGH
18767	1	murton	YES	LOW
18958	4	pelham,upton,magna,system	no	HIGH
19207	3	station,sandford,system	no	HIGH
19412	3	dykes,harrop,system	YES	HIGH
20022	2	development,islandmagee	YES	HIGH
2908	0		no	NONE
4119	2	harestanes,windfarm	no	HIGH
4386	1	kilgallioch	no	LOW
7970	1	learielaw	no	LOW
9479	1	cobholden	no	LOW
9635	2	hales,facility	no	HIGH
9691	1	third	no	LOW
9762	3	north,walpole,peter	no	HIGH
10086	2	stonestreet,green	no	HIGH
10489	2	south,thinford	no	HIGH
11519	0		no	NONE
12694	2	freshfields,fairy	no	HIGH
13145	3	linton,court,highnam	no	HIGH
14076	2	lower,larks	no	HIGH
14342	2	newfields,rownall	no	HIGH
14342	1	newfields	no	LOW
16191	2	upton,nursling	no	HIGH
16472	3	crondall,fleet,bramley	no	HIGH
17002	2	leake,ratcliffe	no	HIGH
17028	2	gateway,facility	no	HIGH
17844	3	hurst,mansfield,system	no	HIGH
18141	2	arleston,system	no	HIGH
18266	3	allen,wilsden,system	no	HIGH
18483	2	darenth,system	no	HIGH
19050	4	grendon,earls,barton,system	no	HIGH
19116	3	ebstree,trysull,seisdon	no	HIGH
19441	3	butterfly,elstree,system	no	HIGH
19469	0		no	NONE
19474	4	catsfield,christmas,stream,system	no	HIGH
8268	2	lakeside,facility	no	HIGH
14064	1	illeybrook	no	LOW
20307	2	webbery,water	no	HIGH
14722	4	acton,substation,latteridge,system	no	HIGH
17261	3	barton,staverton,system	no	HIGH
17573	2	remembrance,system	no	HIGH
17577	3	station,carlton,system	no	HIGH
17585	2	little,drove	no	HIGH
19668	3	westfield,conservation,system	no	HIGH
7399	2	butts,field	YES	HIGH
8914	3	skelton,grange,facility	no	HIGH
9848	3	scawby,brook,brigg	no	HIGH
12919	1	barnett	no	LOW
16425	4	henwood,catherine,barnes,facility	no	HIGH
18870	3	hedgehog,grove,panels	YES	HIGH
19010	1	system	no	LOW
19945	4	coventry,national,substation,hawkesbury	no	HIGH
19975	3	north,lincoln,panels	YES	HIGH
20768	2	dupplin,array	no	HIGH
9608	1	winterton	no	LOW
9910	2	ipswich,cardiff	no	HIGH
13459	0		no	NONE
15716	3	summerway,drove,bower	no	HIGH
16318	1	caldwell	no	LOW
16579	3	north,gateway,heysham	no	HIGH
16588	2	newburn,system	no	HIGH
17574	2	woodlands,windermere	no	HIGH
18668	2	dellows,ginns	no	HIGH
6557	1	little	no	LOW
9317	1	rivox	no	LOW
9507	1	caldwell	YES	LOW
17824	3	system,development,drumquin	no	HIGH
12789	3	green,thurcroft,facility	no	HIGH
16013	0		no	NONE
16026	0		no	NONE
10429	2	netherlands,facility	no	HIGH
13687	2	kingsmill,landulph	no	HIGH
14543	1	tealing	no	LOW
14715	1	barlow	no	LOW
15539	1	nettly	YES	LOW
15911	1	midland	no	LOW
17763	2	europa,facility	no	HIGH
17779	1	bowshiel	no	LOW
19016	1	springfield	no	LOW
8455	1	trondheim	no	LOW
16744	3	system,development,ballymena	no	HIGH
9815	2	gainsborough,saundby	no	HIGH
12118	3	cowbridge,bicker,array	YES	HIGH
13694	1	holly	no	LOW
13850	2	belasis,avenue	no	HIGH
14117	2	quarterland,islandmagee	no	HIGH
14294	2	houston,facility	no	HIGH
14541	2	fernishaw,facility	no	HIGH
16667	2	ashton,bredbury	no	HIGH
19970	2	development,claudy	no	HIGH
7194	0		no	NONE
16899	4	classic,marble,showers,omagh	YES	HIGH
14302	3	lower,bodachra,panels	no	HIGH
14537	1	persley	no	LOW
12856	2	shetland,system	no	HIGH
13731	0		no	NONE
15027	3	severn,hallen,facility	no	HIGH
15735	1	oaklands	no	LOW
15930	2	sandyforth,ashton	no	HIGH
17294	4	boxgrove,common,tinwood,system	no	HIGH
17338	1	illey	no	LOW
17803	0		YES	NONE
18250	3	brockland,brock,system	no	HIGH
18680	3	benton,green,system	no	HIGH
18731	4	limekiln,borlum,house,system	no	HIGH
9340	3	widow,balderstone,system	no	HIGH
9819	2	tontine,system	no	HIGH
9651	1	thurleigh	no	LOW
10801	1	tregonning	no	LOW
19218	1	welford	YES	LOW
18424	3	queenslaine,highworth,system	no	HIGH
16909	1	ashday	no	LOW
17100	1	ceislein	no	LOW
8460	2	vianshill,dyffryn	no	HIGH
10542	1	benthead	no	LOW
13618	2	dolphingstone,system	no	HIGH
19012	5	station,crescent,industrial,estate,facility	no	HIGH
10477	3	highfields,clifton,panels	no	HIGH
12024	3	saturland,salterland,system	no	HIGH
11581	1	holmquarry	YES	LOW
10994	2	frodo,development	no	HIGH
10081	3	greystones,grangetown,system	no	HIGH
12224	3	redcote,armley,facility	no	HIGH
12691	2	misslebrook,botley	no	HIGH
12815	4	blackhill,quarry,woodbury,facility	no	HIGH
13323	3	inchbean,treeswoodhead,system	no	HIGH
14408	2	boldon,substation	YES	HIGH
14995	1	stirling	no	LOW
16585	2	bungalow,smeaton	no	HIGH
16676	3	roaring,whinnyknowe,system	no	HIGH
16758	3	knuzden,oswaldtwistle,system	no	HIGH
17623	2	canalside,system	no	HIGH
17849	3	waddings,knighton,system	no	HIGH
18124	3	bungalow,smeaton,system	no	HIGH
18691	1	fourstones	no	LOW
18701	3	pinstone,oxford,system	no	HIGH
10690	1	whitegate	no	LOW
11090	2	little,london	YES	HIGH
11217	1	penwortham	no	LOW
11559	3	sutton,manor,facility	no	HIGH
11559	5	national,grids,rainhill,substation,facility	no	HIGH
11995	2	braintree,cressing	no	HIGH
12187	2	lower,jowkin	no	HIGH
12351	3	sellindge,substation,church	no	HIGH
12390	1	honiley	no	LOW
13297	2	beechwood,hodgetts	no	HIGH
13677	1	southlands	YES	LOW
13728	2	coxmoor,crondall	no	HIGH
14597	2	waterloo,furbarn	no	HIGH
15748	2	pentir,substation	no	HIGH
16131	1	system	no	LOW
16855	2	beechwood,hodgetts	no	HIGH
18044	3	saundercroft,broadclyst,system	no	HIGH
18491	1	estate	no	LOW
18987	2	hallfield,easington	no	HIGH
19189	4	stevenage,titmore,green,system	no	HIGH
19593	1	fryston	no	LOW
7858	1	estate	no	LOW
9207	3	carrs,meadow,facility	no	HIGH
9377	1	capenhurst	no	LOW
12081	1	flats	no	LOW
20388	1	berden	no	LOW
7345	1	constellation	no	LOW
13449	4	rogerton,cottage,markethill,facility	no	HIGH
20021	2	brailsford,panels	no	HIGH
9104	1	greybarn	no	LOW
17153	0		no	NONE
12600	3	barfield,reepham,system	YES	HIGH
17593	3	woodstock,yarnton,system	no	HIGH
10039	4	electricity,station,strichen,facility	no	HIGH
10058	5	indian,queens,national,substation,domelick	no	HIGH
10058	4	indian,queens,station,carne	no	HIGH
10162	2	coylton,substation	no	HIGH
10302	3	ardleigh,little,bromley	no	HIGH
10485	2	newmarket,bottisham	no	HIGH
10705	2	penstone,facility	no	HIGH
10708	1	south	no	LOW
10733	2	penstone,lower	no	HIGH
10993	2	frodo,development	no	HIGH
11414	4	south,staffordshire,railway,castlecroft	no	HIGH
11437	2	swangate,system	no	HIGH
11482	3	wemyss,estate,randolph	no	HIGH
11558	3	third,drove,fengate	no	HIGH
11648	1	saddlebow	no	LOW
11793	3	court,coalpit,heath	no	HIGH
11810	2	fairholme,minety	no	HIGH
11812	1	stonehill	no	LOW
11998	2	street,kelham	YES	HIGH
12117	2	cowbridge,bicker	YES	HIGH
12125	3	lancaster,middleton,facility	no	HIGH
12303	5	greenbank,caravan,trailers,hillhead,phingask	no	HIGH
12529	3	norwich,industrial,estate	no	HIGH
12734	1	barlow	no	LOW
12780	4	alness,station,balnacraig,facility	YES	HIGH
12804	2	armshead,facility	no	HIGH
12823	3	fraserburgh,kirkton,facility	no	HIGH
12824	1	brunt	no	LOW
12959	1	lowlands	no	LOW
12959	1	lowlands	no	LOW
13002	1	glentarken	YES	LOW
13003	3	eccles,substation,system	no	HIGH
13080	2	huncoat,station	no	HIGH
13176	4	penicuik,moorfoot,hills,torfichen	no	HIGH
13237	1	quantans	YES	LOW
13246	2	whelley,worset	no	HIGH
13264	2	westfield,carlton	YES	HIGH
13538	1	longcroft	no	LOW
13615	1	levedale	no	LOW
13988	1	bluebell	YES	LOW
14873	2	weald,cambridge	no	HIGH
14994	1	stirling	no	LOW
15073	3	rookery,kimbolton,facility	no	HIGH
15235	3	cutts,wharf,facility	no	HIGH
15338	2	westfield,carlton	YES	HIGH
15446	3	upper,latherford,system	no	HIGH
15544	1	derehams	no	LOW
15610	2	ipswich,cardiff	no	HIGH
15673	2	aspatria,facility	no	HIGH
15753	2	horton,system	no	HIGH
15796	1	crosbie	no	LOW
15962	2	wareham,scouse	no	HIGH
15995	4	aultmore,forest,buckie,windfarm	no	HIGH
16027	0		no	NONE
16045	2	green,motors	no	HIGH
16068	2	pinkworthy,pyworthy	no	HIGH
16397	1	lynemore	no	LOW
16446	3	system,development,tyrone	YES	HIGH
16514	3	cutts,wharf,facility	no	HIGH
16557	2	cooksland,snydale	no	HIGH
16592	3	system,facility,antrim	YES	HIGH
17103	1	maltby	no	LOW
17240	3	withy,place,bramley	no	HIGH
17471	3	kintore,photovoltaic,array	no	HIGH
17496	4	monets,garden,osbaldwick,facility	YES	HIGH
17535	3	trench,killymallaght,substation	no	HIGH
17558	1	watchman	no	LOW
17586	2	overseal,facility	no	HIGH
17663	2	omagh,garvaghy	YES	HIGH
17961	1	knowle	no	LOW
17996	3	wishaw,sutton,coldfield	YES	HIGH
18017	3	hatch,thanet,facility	no	HIGH
18299	3	kettleburgh,easton,panels	no	HIGH
18392	2	glassenbury,system	no	HIGH
18532	3	thurcroft,interchange,system	no	HIGH
18717	1	system	no	LOW
19006	4	shereford,raynham,estate,system	no	HIGH
19075	6	marston,sewerage,pumping,station,bodymoor,heath	no	HIGH
19255	2	station,system	no	HIGH
19391	4	higher,bagmore,ebford,system	no	HIGH
19401	2	haxted,lingfield	YES	HIGH
19570	4	roosecote,station,rampside,system	no	HIGH
19571	4	rogerton,cottage,markethill,facility	no	HIGH
19656	3	sully,moors,facility	no	HIGH
5949	1	ourack	no	LOW
5967	1	kells	no	LOW
6341	3	milltown,airfield,speyslaw	no	HIGH
6372	1	clash	no	LOW
6977	2	wolverhampton,station	no	HIGH
7047	1	portadown	no	LOW
7050	2	dungannon,system	no	HIGH
7119	2	penwortham,station	no	HIGH
7701	2	pancross,oaklands	no	HIGH
7702	2	pancross,oaklands	no	HIGH
7704	0		no	NONE
7724	3	orrell,street,facility	no	HIGH
8004	1	clashindarroch	no	LOW
8278	2	cottom,station	YES	HIGH
8364	2	tomchrasky,estate	no	HIGH
8830	2	neilston,greener	no	HIGH
8927	2	dersalloch,facility	no	HIGH
8991	2	little,staughton	no	HIGH
9012	1	greens	no	LOW
9470	2	admiralty,facility	no	HIGH
9673	3	upton,nursling,facility	no	HIGH
9739	5	burnt,house,nedderton,village,system	no	HIGH
9975	2	nutsgrove,thorney	no	HIGH
9998	3	sundon,station,facility	no	HIGH
10586	1	greener	no	LOW
11329	3	cutbush,belchamp,array	no	HIGH
11692	3	gately,reservoir,redmarshall	no	HIGH
11719	1	stargoose	no	LOW
12018	1	carlton	no	LOW
12162	2	winterton,roxby	YES	HIGH
13058	2	balwyllo,facility	YES	HIGH
13236	3	shindour,feddal,facility	YES	HIGH
13339	2	bluestone,lands	no	HIGH
13970	1	middle	YES	LOW
14321	3	grendon,lakes,facility	no	HIGH
14321	3	grendon,lakes,facility	no	HIGH
14908	2	lodge,huntingdon	no	HIGH
14955	1	little	YES	LOW
15072	2	rookery,kimbolton	no	HIGH
15180	2	mareham,panels	no	HIGH
15247	1	worset	no	LOW
15452	1	pilmoor	no	LOW
15753	1	horton	no	LOW
16018	2	craigie,retail	no	HIGH
16101	2	hinksford,substation	no	HIGH
16541	1	lumiere	no	LOW
17272	2	burnt,house	no	HIGH
17343	3	sudmeadow,hempsted,system	no	HIGH
17360	1	drove	no	LOW
17883	5	bulworthy,stoney,cross,photovoltaic,array	no	HIGH
18174	3	botley,photovoltaic,array	YES	HIGH
19007	3	thornton,estate,panels	no	HIGH
19452	0		YES	NONE
7168	4	halewick,sompting,based,facility	no	HIGH
8351	2	broadway,house	no	HIGH
9050	1	bypass	YES	LOW
9066	2	wymondley,great	no	HIGH
9274	2	south,fambridge	YES	HIGH
9395	1	crimscote	no	LOW
9456	4	coldharbour,ashreigney,photovoltaic,array	YES	HIGH
9493	1	ashorne	YES	LOW
9586	1	little	YES	LOW
11927	1	photovoltaic	no	LOW
16094	2	anchor,burwell	no	HIGH
17757	5	burwell,anchor,newnham,drove,panels	no	HIGH
10080	2	hockerton,caunton	YES	HIGH
10102	1	raspberry	no	LOW
10199	2	middlestown,photovoltaic	no	HIGH
10225	1	stainland	YES	LOW
10236	1	lowfields	no	LOW
10236	1	elland	no	LOW
10239	1	fordtown	no	LOW
10307	3	great,dunham,photovoltaic	YES	HIGH
10457	0		no	NONE
10486	3	newmarket,bottisham,array	no	HIGH
10513	2	brick,house	no	HIGH
10533	1	nunton	YES	LOW
10577	3	maidstone,horsmonden,paddock	no	HIGH
10607	2	newburgh,abernethy	YES	HIGH
10624	0		no	NONE
10638	1	rothienorman	no	LOW
10658	1	horsham	no	LOW
10687	1	model	no	LOW
10779	2	preston,penkridge	no	HIGH
10812	1	impens	no	LOW
10894	2	doune,macduff	no	HIGH
10952	2	copse,close	YES	HIGH
10955	2	grendon,lakes	no	HIGH
10965	1	callie	YES	LOW
10965	2	lower,waldridge	YES	HIGH
10969	2	woodlands,array	no	HIGH
11063	1	longhedge	no	LOW
11092	5	south,leylodge,farmhouse,kintore,system	no	HIGH
11214	0		no	NONE
11274	3	rutton,whimple,horton	no	HIGH
11367	1	kenley	no	LOW
11380	2	glassthorpe,flore	no	HIGH
11449	3	harrington,franklin,richborough	no	HIGH
11515	1	waterditch	no	LOW
11535	3	eckley,farms,marden	YES	HIGH
11590	2	overhill,rothienorman	no	HIGH
11619	1	maiden	no	LOW
11647	2	cornhills,muttonhole	YES	HIGH
11653	2	postcombe,array	YES	HIGH
11679	2	holmston,facility	no	HIGH
11724	1	brigstock	no	LOW
11736	1	charley	no	LOW
11743	1	tickton	no	LOW
11753	0		no	NONE
11783	3	yanel,churchill,green	no	HIGH
11794	2	exton,burley	no	HIGH
11814	2	ledburn,mentmore	YES	HIGH
11832	3	hewitts,avenue,waltham	no	HIGH
11983	3	north,dunsdale,arrays	no	HIGH
11995	2	braintree,substation	no	HIGH
11999	2	street,kelham	YES	HIGH
12008	1	sunderlandwick	no	LOW
12056	2	househill,house	YES	HIGH
12076	1	cobholden	no	LOW
12135	1	stoneshollow	YES	LOW
12137	1	feldon	no	LOW
