Buccleuch Estates Limited	3	449.0
Burcot Solar Farm Limited	3	149.7
Camborne Energy Storage	3	21.5
Cambridge Power Limited	3	159.9
Capital Dynamics Limited	3	125.9
CleanEarth	3	5.0
Clearstone Energy Limited	3	850.0
Community Power Ltd	3	58.3
Community Wind Power	3	177.0
Community Wind Power Limited	3	681.0
Coriolis Energy Limited	3	165.0
Countryside Renewables	3	15.0
Coventry Energy Storage Limited	3	149.7
Derbyshire County Council	3	9.0
Downing Renewable Developments	3	65.3
Downing Renewable Developments Llp	3	119.8
Downing Renewables	3	45.2
E.ON Renewables	3	176.4
EDF & AMEC (Lewis Wind Power)	3	162.0
EDF Energy Renewables Limited	3	3.3
EDF/China General Nuclear Power Corporation	3	72.0
ENGIE Renewables	3	91.9
ESB (Northern Wind Power)	3	38.3
ESB Asset Development UK	3	109.0
Eastleigh Borough Council	3	44.0
Eco Sustainable Solutions	3	45.0
Ecogen	3	108.1
Element Power	3	79.8
Elements Green	3	1048.0
Elgin Energy Services Limited	3	180.0
Endurance Energy Wickham Hall Limited	3	65.0
Energia	3	76.4
Enertrag UK	3	46.0
Enray Power Limited	3	146.8
Epsilon Solar	3	22.0
Equinor	3	1036.0
Evolution Power	3	164.8
Falck Renewables / REG Windpower	3	96.0
Falck Renewables Limited	3	103.4
First Way Solar Limited	3	300.0
Foresight Group	3	89.3
Foresight Group (TGC Renewables)	3	15.0
GA Pet Food Partners Group Limited	3	21.2
GAM Capital Limited	3	199.9
Geocore Limited	3	389.9
Green Power	3	90.2
Green Switch Capital	3	308.1
Green Switch Solutions - Liquidated	3	25.8
Greentech Projects Holding UK Limited	3	64.0
Grenergy Renewables	3	400.0
Gresham House / Anesco Limited	3	89.4
Gresham House Devco Pipeline	3	1236.0
Gridserve	3	87.4
Grupotec	3	92.0
Hainsford Energy	3	25.4
Harbour Energy	3	149.7
Harworth Power	3	22.8
Hydrock	3	30.0
Hydrock Consultants Limited	3	33.0
Infinite Renewables	3	4.5
Infrared Capital Partners	3	47.6
Intelligent Land Investments	3	81.3
Iota Solar (OPDE)	3	20.8
Island Renewable Energy	3	39.6
JBM Solar Projects	3	119.9
KWTN Solar	3	17.6
Kinetica Solar	3	35.9
Kingfisher Scottish Limited Partnership	3	6.8
Koehler Renewable Energy	3	99.2
Kona Energy Limited	3	700.0
Leicestershire County Council	3	22.6
Low Carbon Storage	3	124.8
Low Carbon Storage Ireland	3	149.9
Low Carbon UK Solar Investment Company Limited	3	149.7
Mark Caudwell Ltd	3	95.7
Martifer Solar (Voltalia)	3	51.0
Melton Wind Limited	3	11.2
Moser Baer	3	27.1
Mountwest 838 Limited	3	9.4
Mulbrick Cleans Energy	3	7.9
Munich RE	3	28.0
Murex Energy	3	15.0
NESF (formerly Green Energy Networks)	3	4.5
NESF (formerly INRG Solar)	3	15.0
NI Water	3	11.7
National Wind Power	3	7.7
Natural Power	3	103.8
Nelson & Colne College	3	3.0
Newport City Council	3	4.4
NextEnergy Capital LLP	3	115.0
NextEnergy Solar Fund (NESF)	3	29.8
Noriker Power Limited	3	748.9
Northern Wind Power	3	38.2
Novus Renewable Services	3	1045.0
Octopus Investments/Blue Energy	3	129.3
Opdenergy	3	141.8
Opdenergy UK 2 Limited	3	75.1
Orkney Islands Council	3	86.4
Pennant Wind Energy Ventures	3	39.8
Perpetum Sun	3	8.9
Peterborough City Council	3	84.0
Polar Energy (Finlarg) Ltd	3	23.2
Public Power Solutions	3	17.2
Quercus Renewable Holding 2	3	21.4
REG Windpower (previously Cornwall Light & Power)	3	22.1
REG Windpower Limited / ESB Energy Limited	3	89.4
RNA Energy	3	139.0
RNA Energy limited	3	106.0
RWE Generation UK Plc	3	407.0
RWE Renewables	3	1873.0
Renewable Energy System Limited	3	154.9
Renewable Energy Systems Limited	3	199.8
Renewable Energy Systems RES Limited (Beaufort)	3	750.0
Rockfire Capital	3	52.9
SNRG	3	4.8
SSE Enterprise Contracting	3	163.1
Saber Renewable Energy Limited	3	10.3
Sandbrook Capital Bes Limited	3	885.0
Scottish Enterprise/SSE	3	26.0
Scottishpower Renewables	3	80.0
Shaw-Energi Limited	3	171.0
Shropshire Council	3	28.0
Sirius Environmental Limited	3	16.0
Sirius Renewable Energy	3	21.3
Sirius Renewable Energy Limited	3	25.2
Solar Power Generation Limited	3	45.0
Solar Securities Group	3	14.1
Solar Securities Group Ltd	3	12.3
Stamford Renewables	3	27.0
Stantec	3	259.3
Star Energy	3	31.3
Stirling Council	3	11.0
Sun & Soil	3	23.5
Taiyo Power & Storage Limited	3	29.0
The Energy Workshop	3	349.0
Tribus Clean Energy	3	349.8
Vale Green Energy	3	19.0
Ventus Renewables Ltd	3	3.4
Viridis Wind Turbines	3	7.5
Volkswind UK Ltd	3	42.1
Voltalia UK Limited	3	286.0
Vortex (formerly SunEdison)	3	14.6
Walker & Son (Hauliers) Limited	3	72.0
Wentlooge Farmers' Solar Scheme	3	250.0
West Scales Windfarm Limited	3	48.8
Wind 2	3	72.4
Wind 2 Limited	3	36.0
Wind Harvest	3	15.6
Wind2 / Octopus Energy	3	100.0
Windel Energy	3	229.9
Ørsted	3	292.0
1 Stop Renewables	2	4.6
2020 Renewables	2	54.1
2020 Renewables/ NTR	2	11.5
3C Energy	2	22.1
ABEI Energy Green IX Limited	2	25.4
ABO Wind UK	2	36.0
ABRDN (Investments Trust/Standard Life)	2	4.4
AEUK Solar Project IX	2	23.2
Aardvark EM Limited	2	19.9
Abei Energy Group	2	43.2
Aberdeenshire Council	2	49.9
Aithrie Net Zero Solar Limited	2	49.9
Allison Wold Power Limited	2	2.6
AlphaReal	2	58.0
Altamuskin Windfarm (Energia)	2	14.2
Amazon UK Services/ Push Energy	2	5.9
Amp Energy	2	800.0
Anesco/ Green Hedge Energy UK	2	20.0
Apatura – GPC 676 Limited	2	80.0
Archiception	2	19.8
Arlington Energy (formerly Enso Energy)	2	27.5
Arlington Energy Limited	2	60.0
Ash Farm Solar Limited	2	15.0
Ashfield District Council / Voltalia UK	2	99.9
Associated British Ports (Head Office)	2	2.4
Assured Asset Solar 2 Limited (Peridot Solar)	2	99.9
Aston Martin Head Office	2	10.4
Atlantic Green	2	30.0
Atrato Onsite Energy / Harmony Energy	2	90.0
Aura Power Storage Solutions	2	60.0
Awel Aman Tawe	2	14.8
Awel Aman Tawe Community Energy	2	9.4
B9 / Renewable Energy Systems (RES)	2	33.3
B9 Energy / RES	2	20.5
BNRG Northern Power	2	13.6
BT	2	18.0
Balanced Grid Solutions	2	55.0
Bankhead Renewable Energy Limited	2	8.0
Banks Development	2	17.0
Banks Renewable	2	98.0
Bartypower Limited	2	10.4
Bath & West Community Energy Ltd	2	3.3
BayWa r.e.	2	75.5
Beinneun 2 Ltd	2	296.8
Belltown Power	2	23.4
Beltonanean Renewable Energy	2	4.6
Bengrove Bess Limited	2	99.8
Bernard Matthews	2	15.1
Biffa Waste Services	2	3.0
BlackRock	2	16.9
Blue Energy Company / BayWa r.e. UK Limited	2	90.0
Bluefield Sandbach Limited	2	40.0
Boralex	2	106.0
Boultbee Brooks (Renewables Rowley Hill) Limited	2	58.0
Boultbee Brooks Renewable Energy Ltd	2	50.9
Boultbee Brooks Renewables Walkford Moor Limited	2	25.0
Bowler Energy	2	7.2
Brakes Group	2	3.0
British Solar Renewables (formerly known as Solar Power Generation)	2	28.0
British Solar Renewables / NextEnergy Solar Fund (NESF)	2	10.0
British Telecom	2	9.2
Broadview Energy Limited	2	18.2
Brookfield Renewable Energy Group	2	28.8
Burwell AL Limited	2	99.9
Bute Energy	2	290.4
C&S Energy Limited	2	749.0
CEE	2	41.8
CELTPOWER LTD	2	45.8
COOMBE BISSETT PV PARK LIMITED	2	30.4
Caithness Power	2	5.9
Caledon Partners (Solar Power Parks)	2	10.0
Calleva Community Energy Limited	2	5.5
Camborne Energy Investments (10) Ltd	2	13.6
Camgrain	2	2.0
Canadian Solar / Novergy	2	50.0
Canford Renewable Energy Limited	2	7.0
Cardinghill Renewables	2	3.1
Cassidy & Ashton Group Ltd	2	15.0
Castle Hills Solar Farm Limited	2	54.9
Centrica	2	589.0
Cetis	2	12.1
Chelveston Renewable Energy	2	16.0
Cheshire East Council	2	30.0
Clean Power Properties	2	4.0
Cleanearth	2	6.8
Clearwinds	2	8.4
Clenergy	2	3.0
Clinton Devon Estates	2	64.8
Coleford Energy	2	6.8
Community Windpower Limited	2	40.0
Conergy UK	2	18.4
Conergy West Sussex	2	10.0
Constantine Group Limited	2	31.0
Convatec Limited	2	20.0
Coriolis Energy / ESB	2	126.0
Cornwall Council	2	3.8
Cory Riverside Energy	2	21.0
Craig Watch Wind Farm Limited	2	100.0
Craignathro Farms Limited	2	12.5
Cranham Golf Course	2	5.2
Cranswick Plc	2	3.0
Creag Riabhach Wind Farm Limited	2	49.9
Cubico Limited	2	184.9
Cubico Renewables	2	247.0
Cumbria County Council	2	4.0
D2Smart Projects	2	2.0
DW Consultancy	2	39.2
Dell Wind Farm Ltd (Coriolis Energy)	2	109.4
Development at Benridge Farm	2	60.0
Dundee Renewable Energy Society	2	4.0
Dunfermline Solar Limited (AMPYR Solar Europe)	2	49.9
E Power Ltd	2	82.8
E.ON Climate & Renewables UK Developments	2	200.0
ECONET LTD	2	3.8
EDF Energy Renewables (formerly Partnerships for Renewables)	2	111.8
EDF Energy Renewables/ Force 9	2	275.0
EF Energy	2	10.1
ERG	2	174.0
ESB (Harker) Limited	2	862.5
ESB Asset Development UK Ltd	2	98.0
ESB Solar NI	2	7.1
Earthworm	2	19.8
Eco Energy World	2	15.5
Eco-Economix	2	30.0
Eco-Energy Group	2	4.0
Eco2	2	4.0
Ecocel Energy Storage Limited	2	99.8
Ecosse Solar Parks Limited	2	15.0
Ednie Farms	2	8.0
Electric Works	2	89.9
Elgin Energy (EEB67)	2	100.0
Elgin Energy Es Co Limited	2	70.0
Elgin Energy EsCo Ltd	2	50.0
Elgin Energy Esco	2	45.0
Elgin Energy Services	2	66.0
Elstree Green Limited	2	99.8
Elveden Farms Ltd	2	37.0
EnergieKontor (EKUK)	2	69.0
EnergieKontor UK Limited	2	109.4
Energy4All	2	7.0
Engena Limited	2	99.8
Enovert South Limited	2	4.0
Enso Energy / Cero Generation	2	198.0
Enso Energy / Iron Acton Green	2	119.5
Enso Green Holdings Limited	2	80.1
Enso Green Holdings Limited / Cero Generation	2	81.6
Enstor (formerly CJ Energy)	2	69.9
Envantage Renewables	2	7.4
Environmental Asset Management	2	23.8
Epower Limited	2	46.2
Essentra Security	2	2.2
Estover Energy	2	33.1
European Energy	2	115.5
European Energy Photovoltaics Limited	2	30.0
Eurowind (UK) Limited	2	31.0
Executive Resource Group	2	50.0
Exeter City Council	2	2.2
Farm Energy (The Wind Company Ltd)	2	6.5
Fengate Capital	2	44.5
Fermanagh Wind Energy	2	26.0
Field	2	45.0
Fig Power Limited	2	99.8
Firma Vogt Solar Limited	2	100.0
Flexible Grid Power	2	38.0
Flimby Wind Energy Ltd	2	15.7
Flintshire County Council	2	3.6
Forepower Limited	2	26.0
Fraserburgh Energy Limited	2	70.0
Fred Olsen Renewables Ltd	2	112.0
Freelight (Shetland)	2	5.4
Freewatt Renewable Energy	2	13.8
GLP Capital	2	2.5
GPV Rhynie	2	5.0
Gaelectric	2	22.8
Galileo	2	496.6
Galileo Empower UK Limited	2	150.8
Galileo Green Energy Scotland Limited (GGE Scotland)	2	148.0
Gardner Aerospace	2	2.3
Gartly Wind Partnership	2	11.7
GlaxoSmithKline	2	5.5
Glaxosmithkline	2	27.4
Gore Street Energy Storage Fund	2	129.8
Grayside WF	2	167.0
Greater Manchester Waste Disposal Authority	2	4.4
Green Cat Renewables Developments	2	15.0
Green Frog Power (Gort BESS) Limited	2	155.0
Green Frog Ventures Limited	2	70.0
Green Hedge Energy	2	55.0
Green Hedge Energy UK	2	20.0
Green Nation Solar Energy	2	32.0
Green Switch Solutions/Belvedere Energy Developments - Liquidated	2	6.7
Greencoat	2	47.5
Greencoat (formerly Energia Renewables)	2	50.6
Greencoat UK Wind/Bay Wa .r.e/ SunGift	2	20.7
Greenvale AP	2	3.5
Gresham House Devco Pipeline Limited	2	352.0
GridSource Limited	2	60.0
Grupotec Solar 3 UK Limited	2	22.5
Grupotec Solar UK 4 Ltd	2	95.0
Grupotec Solar UK 5 Limited	2	48.0
Grupotec Solar Uk 9 Limited	2	60.0
HHT Renewables Ltd	2	2.0
HSH Coldstores	2	2.2
Halton Borough Council	2	5.0
Hamilton March	2	200.0
Hamilton Solar Limited	2	14.0
Hare Hill Solar Limited	2	41.9
Hargreaves Resources	2	109.6
Harmony LS Limited	2	50.0
Harmony MS Limited	2	228.0
Henry Energy Limited	2	200.0
Herefordshire New Leaf Cooperative	2	2.0
High Marnham Renewables Limited	2	99.8
Highland Wind Farm Limited	2	163.0
Hiscox Solar Partnership	2	3.1
Holloway Farm Industrial Park Limited	2	2.8
Humshaugh Net Zero	2	3.5
IKEA Properties Investments Ltd	2	3.7
ILOS Energy UK Limited	2	24.4
INRG	2	10.0
Inazin Power Ltd	2	10.1
Industria Solar Bedworth Limited	2	46.0
Infinergy / Boralex	2	26.0
Infinergy Limited	2	55.5
Infinis (formerly Novera Energy)	2	56.5
Infinis Solar Developments	2	88.0
Infinis Solar Developments Limited / Green Earth Developments	2	52.0
Infinis, previously Broadview Energy	2	10.9
Infinite Renewables Group Limited	2	3.0
Infra Balance New Energy	2	99.9
Innogy (formerly RWE npower)	2	140.3
Innova	2	70.0
Integrum SPV 21014 Limited	2	30.0
Intelligent Land Investments Group Plc	2	149.9
Intergen Limited	2	1000.0
Invenergy Services UK	2	146.8
Ivegate Limited	2	13.0
J Reddington Limited	2	11.5
JBM Solar	2	99.8
JBM Solar Project	2	50.0
JBM Solar Projects 17 Limited	2	99.8
JBM Solar Projects 38 Limited	2	40.0
JBM Solar Projects 7 Limited	2	99.8
JBM Solutions	2	5.7
Jaguar Land Rover	2	15.1
John Laing Environmental Assets	2	10.0
Juwi Renewable Energies	2	13.7
KYBO Solar Limited	2	18.7
Kach Capital Estates Limited	2	27.0
Keele University	2	6.3
Kingspan	2	6.8
Kirkton Wind Farm Limited	2	72.8
Kiwi Power	2	7.0
Lancaster City Council	2	7.0
Landlink Estates Limited	2	3.2
Lantanier UK	2	16.9
Laurence Associates	2	11.5
Leyland Trucks Limited	2	5.2
Lifetime Property Limited	2	99.8
Lighthouse Development Consulting	2	99.9
Lightsource SPV 154 Limited	2	99.8
Lightsource SPV 189 Limited	2	99.8
Livos Energy	2	10.0
Logicor	2	2.2
London Metric Property Plc	2	2.8
Longcliffe Quarries	2	8.3
Longlands Solar Farm Limited	2	84.9
Low Carbon Solar Park 20 Limited	2	25.0
Low Carbon UK Solar	2	79.9
Low Carbon UK Solar Investment Company	2	50.0
Lower 48 Energy BESS Limited	2	130.0
Lullington Solar Park Limited	2	93.9
MS Power Projects	2	17.5
Mackies	2	4.5
Macphie Of Glenbervie Ltd	2	8.5
Manchester City Football Club	2	4.5
Matrix Renewables	2	1000.0
Max Design Consultancy	2	120.0
Messrs Stevenson, Watson and Brunton	2	4.2
Millennium Park (Grimsby) Ltd	2	7.0
Ministry of Defence	2	3.7
Mitchell Farming Partnerships (3R Energy)	2	4.0
Moor Solar	2	2.7
NTR	2	63.7
NTR PLC	2	47.8
Naturalis Energy / REG Wind Power / Falck Renewables	2	52.0
Net Zero Energy Development Limited	2	200.0
